Publicado	Nivel	Departamento	Escuela	Zona	Cargo	Horas	Turno	Materia	Llamado	Domicilio Escuela	Articulo	Curso	Horario	Presentarse en	Prioridad	Condiciones	Observaciones	Movilidad	Impresión llamado	Estado	Motivo de Cancelación	
31/05/23 20:05 | Cancelado	CEBJA	MAIPÚ	3006 - BLAS BARRERA	10%	HORAS CATEDRA ADULTOS	3	Vespertino	Ciencias Naturales	1er: 05/06/23 19:00	JUAN D. PERÓN Y PESCARA S/N . MAIPÚ	40	1° CBNS 3º	Ma 20:00-20:40,Ma 20:40-21:20,Ma 21:20-22:00	Presentarse en GEM PAD - Llamado Virtual CEBJA 3-006				946 ,942		Cancelado	Error	
31/05/23 19:59	Secundario Técnico	SAN RAFAEL	E198 - LAS MALVINAS ANEXO PUNTA DEL AGUA	110%	HORAS CATEDRA MEDIA TÉCNICA	4	Mañana y Tarde	Producción e Industrialización Láctica	1er: 02/06/23 13:00	CALLE AV. DE MAYO S/N . PUNTA DE AGUA	40-0	6° 2	Mi 12:10-12:50,Mi 16:50-17:30,Mi 17:30-18:10,Mi 18:10-18:50	Presentarse en GEM PAD - Llamado Virtual				Sin movilidad		Publicado		
31/05/23 19:58	Secundario Técnico	SAN RAFAEL	E198 - LAS MALVINAS ANEXO PUNTA DEL AGUA	110%	HORAS CATEDRA MEDIA TÉCNICA	5	Mañana y Tarde	Producción Animal II	1er: 02/06/23 11:00	CALLE AV. DE MAYO S/N . PUNTA DE AGUA	40-0	6° 2	Mi 10:05-10:45,Mi 10:50-11:30,Mi 11:30-12:10,Mi 14:00-14:40,Mi 14:40-15:20	Presentarse en GEM PAD - Llamado Virtual				Sin movilidad		No Cubierto		
31/05/23 19:57	Secundario Técnico	SAN RAFAEL	E198 - LAS MALVINAS ANEXO PUNTA DEL AGUA	110%	HORAS CATEDRA MEDIA TÉCNICA	6	Mañana y Tarde	Prácticas Profesionalizantes (*)	1er: 02/06/23 09:00	CALLE AV. DE MAYO S/N . PUNTA DE AGUA	40-0	6° 2	Mi 08:00-08:40,Mi 08:40-09:20,Mi 09:25-10:05	Presentarse en GEM PAD - Llamado Virtual				Sin movilidad		No Cubierto		
31/05/23 19:55	CEBJA	LAS HERAS	3099/1 - BASILIO AURELIANO BERTOMEU	80%	MAESTRO DE GRADO ADULTOS		Nocturno		1er: 02/06/23 21:00	RAFAEL OBLIGADO S/N B° ESTACION ESPEJO S/N B° ESTACION ESPEJO . EL RESGUARDO	art. 61	Grado Múltiple B	Lu 18:30-21:30,Ma 18:30-21:30,Mi 18:30-21:30,Ju 18:30-21:30,Vi 18:30-21:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
31/05/23 19:53	CEBJA	LAS HERAS	3099/1 - BASILIO AURELIANO BERTOMEU	80%	HORAS CATEDRA ADULTOS	2	Nocturno	Lengua Extranjera - Inglés	1er: 05/06/23 20:00	RAFAEL OBLIGADO S/N B° ESTACION ESPEJO S/N B° ESTACION ESPEJO . EL RESGUARDO	art. 40	1° CBNS C	Vi 18:15-18:55,Vi 18:55-19:35	Presentarse en GEM PAD - Llamado Virtual						Publicado		
31/05/23 19:44	CEBJA	LAS HERAS	3099 - BASILIO AURELIANO BERTOMEU	60%	HORAS CATEDRA ADULTOS	1	Nocturno	Lengua Extranjera - Inglés	1er: 05/06/23 19:00	CALLE 14 S/N B° B° 26 DE ENERO . EL RESGUARDO	Cargo vacante	2º 1	Lu 20:30-21:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
31/05/23 19:44	CENS	MAIPÚ	3496/3 - PRODUCTORES MAIPUCINOS	80%	HORAS CATEDRA C.E.N.S.	3	Mañana y Tarde	Ciencias Naturales	1er: 08/06/23 18:00	JUAN DE LA CRUZ VIDELA S/N . CRUZ DE PIEDRA	Cargo vacante	Multiciclo 5	Mi 13:50-14:30,Mi 14:45-15:25,Mi 15:25-16:05	GEM PAD - Llamado Virtual			El dictado de clases es semipresencial, en las instalaciones de la Bodega Argento			Publicado		
31/05/23 19:43	CENS	MAIPÚ	3496/3 - PRODUCTORES MAIPUCINOS	80%	HORAS CATEDRA C.E.N.S.	2	Mañana y Tarde	Ciencias Sociales	1er: 07/06/23 18:30	JUAN DE LA CRUZ VIDELA S/N . CRUZ DE PIEDRA	Cargo vacante	Multiciclo 5	Lu 13:50-14:30,Lu 14:45-15:25	GEM PAD - Llamado Virtual		Se suma 1 (una) hora más para dar Formación Ética y Ciudadana	El dictado de clases es semipresencial, en las instalaciones de la Bodega Argento			Publicado		
31/05/23 19:42	CENS	MAIPÚ	3496/3 - PRODUCTORES MAIPUCINOS	80%	HORAS CATEDRA C.E.N.S.	3	Mañana y Tarde	Tecnología de los Materiales	1er: 06/07/23 18:30	JUAN DE LA CRUZ VIDELA S/N . CRUZ DE PIEDRA	Cargo vacante	Multiciclo 5	Ma 11:00-11:40,Ma 11:40-12:20,Ma 12:20-13:00,Ma 14:45-15:25	GEM PAD - Llamado Virtual			El dictado de clases es semipresencial, en las instalaciones de la Bodega Argento			Publicado		
31/05/23 19:41	CEBJA	LAS HERAS	3099 - BASILIO AURELIANO BERTOMEU	60%	HORAS CATEDRA ADULTOS	1	Nocturno	Lengua Extranjera - Inglés	1er: 05/06/23 19:35	CALLE 14 S/N B° B° 26 DE ENERO . EL RESGUARDO	Cargo vacante	Grado Múltiple A	Mi 18:30-19:30	Presentarse en GEM PAD - Llamado Virtual						Publicado		
31/05/23 19:41	CENS	MAIPÚ	3496/3 - PRODUCTORES MAIPUCINOS	80%	HORAS CATEDRA C.E.N.S.	3	Mañana y Tarde	Trabajo y Sociedad aplicado al Agro I	1er: 06/07/23 18:00	JUAN DE LA CRUZ VIDELA S/N . CRUZ DE PIEDRA	Cargo vacante	Multiciclo 5	Ju 12:20-13:00,Ju 13:10-13:50,Ju 13:50-14:30	GEM PAD - Llamado Virtual			El dictado de clases es semipresencial, en las instalaciones de la Bodega Argento			Publicado		
31/05/23 19:41 | Cancelado	CEBJA	LAS HERAS	3037 - JUAN LÓPEZ BARROSO	40%	HORAS CATEDRA ADULTOS	4	Nocturno	Trabajo y Sociedad	3er: 01/07/23 19:45	TACUARÍ 934 B° AERONÁUTICO . EL ZAPALLAR	52-0	1° CBNS 1	Lu 18:30-19:10,Lu 19:10-19:50,Mi 19:50-20:30,Vi 21:10-21:50	Presentarse en GEM PAD - Llamado Virtual						Cancelado	MAL FECHA	
31/05/23 19:39	CEBJA	LAS HERAS	3099 - BASILIO AURELIANO BERTOMEU	60%	HORAS CATEDRA ADULTOS	2	Nocturno	Lengua Extranjera - Inglés	1er: 02/06/23 19:20	CALLE 14 S/N B° B° 26 DE ENERO . EL RESGUARDO	art. 40	1° CBNS A	Vi 20:10-21:50,Vi 20:30-21:10	Presentarse en GEM PAD - Llamado Virtual						Publicado		
31/05/23 19:38	CENS	MAIPÚ	3496/3 - PRODUCTORES MAIPUCINOS	80%	HORAS CATEDRA C.E.N.S.	2	Mañana y Tarde	Lengua Extranjera	1er: 02/06/23 18:00	JUAN DE LA CRUZ VIDELA S/N . CRUZ DE PIEDRA	Cargo vacante	Multiciclo 5	Ju 11:00-11:40,Ju 11:40-12:20	GEM PAD - Llamado Virtual			El dictado de clases es semipresencial, en las instalaciones de la Bodega Argento			Publicado		
31/05/23 19:38	CENS	MAIPÚ	3496/3 - PRODUCTORES MAIPUCINOS	80%	HORAS CATEDRA C.E.N.S.	3	Mañana y Tarde	Tecnología de los Alimentos	1er: 02/06/23 18:30	JUAN DE LA CRUZ VIDELA S/N . CRUZ DE PIEDRA	Cargo vacante	Multiciclo 5	Ma 13:10-13:50,Ma 13:50-14:30	GEM PAD - Llamado Virtual			El dictado de clases es semipresencial, en las instalaciones de la Bodega Argento			Publicado		
31/05/23 19:38 | Cancelado	CENS	MAIPÚ	3496/3 - PRODUCTORES MAIPUCINOS	80%	HORAS CATEDRA C.E.N.S.	3	Mañana y Tarde	Tecnología de los Materiales	1er: 05/06/23 18:00	JUAN DE LA CRUZ VIDELA S/N . CRUZ DE PIEDRA	Cargo vacante	Multiciclo 5	Ma 11:00-11:40,Ma 11:40-12:20,Ma 12:20-13:00,Ma 14:45-15:25	GEM PAD - Llamado Virtual			El dictado de clases es semipresencial, en las instalaciones de la Bodega Argento			Cancelado	CAMBIO DE DIA	
31/05/23 19:37 | Cancelado	CENS	MAIPÚ	3496/3 - PRODUCTORES MAIPUCINOS	80%	HORAS CATEDRA C.E.N.S.	3	Mañana y Tarde	Trabajo y Sociedad aplicado al Agro I	1er: 05/06/23 18:30	JUAN DE LA CRUZ VIDELA S/N . CRUZ DE PIEDRA	Cargo vacante	Multiciclo 5	Ju 12:20-13:00,Ju 13:10-13:50,Ju 13:50-14:30	GEM PAD - Llamado Virtual			El dictado de clases es semipresencial, en las instalaciones de la Bodega Argento			Cancelado	CAMBIO DE DIA	
31/05/23 19:37	CENS	MAIPÚ	3496/3 - PRODUCTORES MAIPUCINOS	80%	HORAS CATEDRA C.E.N.S.	4	Mañana y Tarde	Matemática	1er: 07/06/23 18:00	JUAN DE LA CRUZ VIDELA S/N . CRUZ DE PIEDRA	ART 44	Multiciclo 5	Lu 13:10-13:50,Lu 16:05-16:45,Lu 16:55-17:35,Lu 17:35-18:15	GEM PAD - Llamado Virtual			El dictado de clases es semipresencial, en las instalaciones de la Bodega Argento			Publicado		
31/05/23 19:36	CEBJA	LAS HERAS	3099 - BASILIO AURELIANO BERTOMEU	60%	HORAS CATEDRA ADULTOS	2	Nocturno	Lengua Extranjera - Inglés	1er: 02/06/23 19:00	CALLE 14 S/N B° B° 26 DE ENERO . EL RESGUARDO	art. 40	1° CBNS B	Ju 20:50-21:30,Ju 21:10-21:50	Presentarse en GEM PAD - Llamado Virtual						Publicado		
31/05/23 19:32	CENS	MALARGÜE	3512 - S/NOMBRE	80%	HORAS CATEDRA C.E.N.S.	3	Nocturno	Trabajo y Sociedad aplicado al Turismo II	6to: 05/06/23 19:40	CARLOS JARA 1348 B° LOS INTENDENTES . MALARGÜE	40-0	3º 1	Ma 21:10-21:50,Ma 21:50-22:30,Mi 21:10-21:50	Presentarse en GEM PAD - Llamado Virtual		Presentar documentación según Resolución Nº 930-2015 y sus concordantes vigentes	Presentar la documentación según la Circular Nº 3-2023 de la Junta Calificadora de Jóvenes y Adultos	Sin Movilidad		Publicado		
31/05/23 19:26	CENS	MALARGÜE	3512 - S/NOMBRE	80%	HORAS CATEDRA C.E.N.S.	3	Nocturno	Geografía Turística de Argentina y Mendoza	4vo: 05/06/23 19:25	CARLOS JARA 1348 B° LOS INTENDENTES . MALARGÜE	40-0	3º 2	Ma 19:00-19:40,Ma 19:40-20:20,Ma 20:30-21:10	Presentarse en GEM PAD - Llamado Virtual		Presentar documentación según Resolución Nº 930-2015 y sus concordantes vigentes	Presentar la documentación según la Circular Nº 3-2023 de la Junta Calificadora de Jòvenes y Adultos	Sin Movilidad		Publicado		
31/05/23 19:23	CENS	MALARGÜE	3512/1 - S/NOMBRE	80%	HORAS CATEDRA C.E.N.S.	2	Nocturno	Trabajo y Sociedad	6to: 05/06/23 19:10	Dominguez y Maza . MALARGÜE	Art. 40	Multiciclo 3 Bustos Dávila	Ju 19:00-20:20	Presentarse en GEM PAD - Llamado Virtual		Presentar documentación según Circular N°3/2023	Con la misma carga horaria atiende 1ero, 2do y 3ro Multiciclo. Se trabaja con Cartillas	Sin Movilidad		Publicado		
31/05/23 19:23	CEBJA	LUJÁN DE CUYO	3073/2 - LA COLONIA	80%	HORAS CATEDRA ADULTOS 50.0 - REEMPLAZO	1	Mañana	Lengua Extranjera - Inglés	10mo: 05/06/23 18:00	Ruta 15 km 29 . AGRELO	40-0	Grado Múltiple B	Ju 11:00-12:00	Presentar carpeta de antecedentes al correo oficial dge3073@mendoza.edu.ar		Presentar carpeta de antecedentes al correo cebja3073dge@gmail.com	A término, con probable extensión.			Publicado		
31/05/23 19:15	CEBJA	LUJÁN DE CUYO	3073/3 - LA COLONIA	110%	HORAS CATEDRA ADULTOS 50.0 - REEMPLAZO	1	Vespertino	Lengua Extranjera - Inglés	6to: 02/06/23 18:00	B° Barrio Costa Esperanza M:F C:21 . AGRELO	Vacante	Grado Múltiple Grado Múltiple A	Ma 19:30-20:30			Presentar carpeta con documentación según reglamentación vigente, al correo cebja3073dge@gmail.com para ser remitido a Junta Calificadora de Méritos	El Aula Satélite se encuentra cerrada y el lugar de trabajo es en el Núcleo: Funes y Cobos S/N Agrelo. Pronta Resolución.			Publicado		
31/05/23 19:08	Primario	LAS HERAS	1499 - TTE. DE AV. MANUEL FÉLIX ORIGONE	60%	MAESTRO ENSEÑANZA COMUN		Tarde		1er: 02/06/23 13:00	SGTO. CABRAL 2359 . LAS HERAS	Cargo vacante	2° C	Lu 13:30-14:30,Lu 14:30-15:30,Lu 15:30-17:00,Lu 17:00-18:00,Ma 13:30-14:30,Ma 14:30-15:30,Ma 15:30-17:00,Ma 17:00-18:00,Mi 13:30-14:30,Mi 14:30-15:30,Mi 15:30-17:00,Mi 17:00-18:00,Ju 13:30-14:30,Ju 14:30-15:30,Ju 15:30-17:00,Ju 17:00-18:00,Vi 13:30-14:30,Vi 14:30-15:30,Vi 15:30-17:00,Vi 17:00-18:00	Presentarse presencial en el establecimiento		hasta agotar instancias		metro tranvía tranvía 630 670		Publicado		
31/05/23 19:05	Educación Integral - Especial	GODOY CRUZ	2706 - Artesanos Mendocinos	60%	MAESTRO DE GRADO ESC.DIFERENCIADA		Tarde	Gráfico - Multimedial	1er: 02/06/23 13:30	Grousac y Estrada S/N B° VILLA MARINI . GODOY CRUZ	40-0	Múltiple 9	Lu 13:30-17:30,Ma 13:30-17:30,Mi 13:30-17:30,Ju 13:30-17:30,Vi 13:30-17:30	en la escuela	posesión inmediata			330-600-420		Publicado		
31/05/23 18:44	Secundario Orientado	LUJÁN DE CUYO	4033 - LAUREANA FERRARI DE OLAZABAL	40%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	6to: 02/06/23 08:30	REPÚBLICA DE SIRIA 346 . LUJÁN (CIUDAD)	Cargo vacante	2° 1	Mi 08:00-08:40,Mi 08:40-09:20,Vi 11:00-11:40	Presentarse en GEM PAD - Llamado Virtual			Presentar documentación reglamentaria vigente y legible.			Publicado		
31/05/23 17:37	Secundario Técnico	MAIPÚ	4188 - PADRE SERGIO IACONO	80%	HORAS CATEDRA MEDIA TÉCNICA	5	Mañana y Tarde	Dibujo Técnico Asistido	4vo: 02/06/23 15:00	RUTA 60 S/N B° EL PARAÍSO . FRAY LUIS BELTRÁN	44-0	3° 1	Ju 13:30-14:05,Ju 14:05-14:40,Ju 14:40-15:15,Vi 09:40-10:20,Vi 10:20-10:50	Presentarse en GEM PAD - Llamado Virtual						Publicado		
31/05/23 17:24	CENS	CAPITAL	3425 - POLICÍAS HÉROES DE MENDOZA	10%	HORAS CATEDRA C.E.N.S.	2	Tarde	Lengua Extranjera	3er: 06/06/23 16:00	MITRE 602 . CIUDAD	Art 48	2º Ciclo Orient. Div.1º	Mi 16:15-16:55,Mi 16:55-17:35	Presentarse en GEM PAD - Llamado Virtual				todas		Publicado		
31/05/23 17:23	CENS	CAPITAL	3425 - POLICÍAS HÉROES DE MENDOZA	10%	HORAS CATEDRA C.E.N.S.	3	Vespertino	Ciencias Naturales	3er: 06/06/23 15:00	MITRE 602 . CIUDAD	50B	2º Ciclo Orient.Div. 4º	Ju 17:00-18:00,Ju 19:00-20:00	Presentarse en GEM PAD - Llamado Virtual				todas		Publicado		
31/05/23 17:20	CENS	CAPITAL	3425 - POLICÍAS HÉROES DE MENDOZA	10%	HORAS CATEDRA C.E.N.S.	3	Vespertino	Sujeto e Identidad	1er: 05/06/23 17:00	MITRE 602 . CIUDAD	50-7	2º Ciclo Orient.Div. 3º	Ju 19:20-20:00,Ju 20:15-20:55,Ju 20:55-21:35	Presentarse en GEM PAD - Llamado Virtual				todas		Publicado		
31/05/23 17:19	CENS	CAPITAL	3425 - POLICÍAS HÉROES DE MENDOZA	10%	HORAS CATEDRA C.E.N.S.	3	Vespertino	Sujeto e Identidad	1er: 05/06/23 16:00	MITRE 602 . CIUDAD	50-7	2º Ciclo Orient.Div. 4º	Lu 20:00-21:00,Ma 18:20-19:20	Presentarse en GEM PAD - Llamado Virtual		semipresencial	posesión inmediata	todas		Publicado		
31/05/23 17:17	CENS	CAPITAL	3425 - POLICÍAS HÉROES DE MENDOZA	10%	HORAS CATEDRA C.E.N.S.	3	Vespertino	Sujeto e Identidad	1er: 05/06/23 15:00	MITRE 602 . CIUDAD	50-7	2º Ciclo Orient.Div. 6º	Ma 19:20-20:00,Ma 20:15-20:55,Ma 20:55-21:35	Presentarse en GEM PAD - Llamado Virtual				todas		Publicado		
31/05/23 17:14	Primario	LAS HERAS	1652 - JULIO QUINTANILLA	60%	HORAS CATEDRA COMUNES	8	Alternado	Educación Artística: Música	5to: 02/06/23 13:00	SUCRE S/N B° Bº 26 de Enero . EL RESGUARDO	hs vacantes		alternado	en el local de la escuela		Toma de posesión inmediata	Hasta agotar instancias.Presentar documentación reglamentaria vigente.	600- 625-601-461		Publicado		
31/05/23 16:53	Secundario Técnico	GODOY CRUZ	4109 - ING. ÁLVAREZ CONDARCO	10%	MAESTRO DE ENSEÑANZA PRACTICA		Tarde	71	19vo: 05/06/23 15:10	PROGRESO Y VALLE GRANDE S/N B° BATALLA DEL PILAR . SAN FRANCISCO DEL MONTE	40-0		Lu 14:00-18:00,Ma 14:00-18:00,Mi 14:00-18:00,Ju 14:00-18:00,Vi 14:00-18:00	Presentarse en GEM PAD - Llamado Virtual		Presentar Documentacion Reglamentaria	Presentar Certificado de Antecedentes Penales Vigente			Publicado		
31/05/23 16:51 | Cancelado	Secundario Técnico	LAVALLE	4185 - ELENA ELVIRA IMAZIO DE CAVAGNOLA	70%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana	Lengua Extranjera	22vo: 04/06/23 16:30	RUTA PROV. 36 S/N . TRES DE MAYO	Cargo vacante	2° 1º	Ma 08:00-08:40,Ma 08:40-09:20,Ma 09:30-10:10	Presentarse en GEM PAD - Llamado Virtual			con carpeta de antecedentes	300		Cancelado	ERROR EN LA FECHA.	
31/05/23 16:47	Primario	MAIPÚ	1626 - GILBERTO SUAREZ LAGO	60%	MAESTRO ENSEÑANZA COMUN		Mañana		2do: 02/06/23 11:00	REPÚBLICA DE SIRIA 189 B° VARGAS . LUZURIAGA	40	5° A	Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	República de Siria N°189 Barrio Vargas.Luzuriaga.Maipú			Segundo llamado hasta agotar instancias. Toma de Posesión inmediata.	grupo 800 y 900		Publicado		
31/05/23 16:43	Secundario Orientado	LUJÁN DE CUYO	4187 - LUJÁN DE LAS VIÑAS	110%	HORAS CATEDRA MEDIA ORIENTADA	20	Tarde	ADMINISTRADOR DE RED	2do: 02/06/23 11:00	RN 40, KM 45, calle N° 6 S/N B° NUEVA COLONIA . UGARTECHE	32-0		Lu 13:00-17:20,Ma 13:00-17:20,Ju 13:00-17:20,Vi 13:00-17:20	PRESENCIAL		certificados vigentes		CATA		No Cubierto		
31/05/23 16:31	CEBJA	GUAYMALLÉN	3003 - SIMÓN BOLIVAR	10%	HORAS CATEDRA ADULTOS	4	Vespertino	Trabajo y Sociedad	1er: 05/06/23 18:00	ADOLFO CALLE 1515 B° Chacabuco . DORREGO	44-0	1° CBNS 1ª	Lu 20:05-20:45,Ju 20:05-20:45,Vi 19:25-20:05,Vi 20:05-20:45	Presentarse en GEM PAD - Llamado Virtual						Publicado		
31/05/23 16:29	CEBJA	GUAYMALLÉN	3003 - SIMÓN BOLIVAR	10%	HORAS CATEDRA ADULTOS	4	Vespertino	Trabajo y Sociedad	1er: 05/06/23 17:00	ADOLFO CALLE 1515 B° Chacabuco . DORREGO	44-0	1° CBNS 2ª	Lu 18:45-19:25,Ma 20:05-20:45,Ju 18:45-19:25,Ju 19:25-20:05	Presentarse en GEM PAD - Llamado Virtual						Publicado		
31/05/23 16:05	Primario	GUAYMALLÉN	1556 - MIGUEL ANGEL RAMPONI	80%	HORAS CATEDRA COMUNES	10	Mañana		1er: 02/06/23 12:30	COLÓN Y CATAMARCA 2273 . GENERAL BELGRANO	40		Lu 12:30-14:30,Ma 12:30-14:30,Mi 12:30-14:30,Ju 12:30-14:30,Vi 12:30-14:30	ESCUELA			Hasta agotar instancias	520-521-522-523-524-525-544-545-552		Publicado		
31/05/23 16:05	Secundario Orientado	CAPITAL	"4238 - ""PROFESORA SILVIA CATALLINI"""	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Educación Tecnológica	1er: 02/06/23 09:00	AV. CIRCUNVALACION ARQ. CARLOS THAYS S/N . CIUDAD	40-0	2° PRIMERA	Ju 08:00-08:40,Ju 08:40-09:20,Ju 09:20-10:00	Presentarse en GEM PAD - Llamado Virtual				con movilidad		No Cubierto		
31/05/23 16:02	Primario	GUAYMALLÉN	1151 - TENIENTE GENERAL RAFAEL AGUIRRE	80%	MAESTRO ENSEÑANZA COMUN		Tarde	Matemática, Lengua, Naturaleza ambiente y ciudadanía, Sociedad ambiente y ciudadanía.	1er: 02/06/23 13:00 | 2do: 02/06/23 13:15 | 3er: 02/06/23 13:30	RUTA PROV. 50 Y ÁNGEL RODRÍGUEZ S/N . KM 8	52	5° C	Lu 13:30-18:00,Ma 13:30-18:00,Mi 13:30-18:00,Ju 13:30-18:00,Vi 13:30-18:00	Presentarse en forma presencial				700, 750		Publicado		
31/05/23 16:02	Educación Especial	SAN RAFAEL	2053 - Suboficial Hernan R. Rodriguez	80%	HORAS CATEDRA EDUCACIÓN DIFERENCIADA	5	Mañana	Lengua - Matematica - Ciencias Sociales, Ciencias Naturales o Tecnologia	5to: 02/06/23 10:00	BALBINO ARIZU Y AGUSTÍN ÁLVAREZ 178 B° Villa Atuel . VILLA ATUEL	Cargo vacante		Mi 09:00-11:30,Vi 09:00-11:30	Sede Escolar	Docente de Educación Especial Intelectual con conocimiento en discapacidad motriz.	Se aceptan carpetas de antecedentes hasta agotar instancias	Se sugiere movilidad propia	Buttini e Iselín o Propia		Publicado		
31/05/23 15:51	Educación Especial	SAN RAFAEL	2038 - DR. EFRAIN DANTE GICOLINI	40%	HORAS CATEDRA EDUCACIÓN DIFERENCIADA	15	Tarde	Orientación y Movilidad	1er: 02/06/23 13:30	JULIO A. ROCA Y RUFINO ORTEGA B° Barrio UNIMEV . SAN RAFAEL CIUDAD	52		Lu 14:00-17:00,Ma 14:00-17:00,Mi 14:00-17:00,Ju 14:00-17:00,Vi 14:00-17:00	Escuela	Discapacidad visual		Según legislación vigente, presentar certificado de antecedentes penales, hasta agotar instancias, incluyendo carpeta de antecedentes.	Auto transportes Iselin		Publicado		
31/05/23 15:26	Primario	LAS HERAS	1650 - LEY 1420	60%	MAESTRO M. ESPECIALES COMUN		Mañana y tarde	Música	4to: 02/06/23 10:30	CHICLANA Y SARMIENTO S/N B° Panquehua . PANQUEHUA	40-0		Lu 13:30-18:00,Ma 09:00-12:30,Ju 13:30-18:00,Vi 08:00-12:30	Presencial				110,330,331,400,660,676		Publicado		
31/05/23 15:22	Primario	LAS HERAS	1650 - LEY 1420	60%	HORAS CATEDRA COMUNES	3	Mañana y Tarde	Educación Artística: Música	4to: 06/06/23 13:00	CHICLANA Y SARMIENTO S/N B° Panquehua . PANQUEHUA	40-0		Ma 08:00-09:00,Ma 13:30-14:30,Ju 11:30-12:30	Presencial				110,330,331,400,660,676		Publicado		
31/05/23 15:18	Primario	MAIPÚ	1203 - JUAN CORNELIO MOYANO	60%	MAESTRO ENSEÑANZA COMUN		Mañana y Tarde	Artes Visuales	1er: 02/06/23 10:30	JUAN MARTÍNEZ Y M.T. DE SAN MARTÍN S/N . MAIPÚ	40-0	7mo, 6to, 5to, 4to, 2do AyB.	Lu 08:00-12:30,Ma 08:00-12:30,Mi 13:30-18:00,Ju 13:30-18:00	Esc N 1203 Juan Cornelio Moyano			En primer llamado y hasta agotar instancia.	Grupo 800-900		Publicado		
31/05/23 15:16	Secundario Orientado	SAN MARTÍN	4252 - PUESTO VIEJO	110%	HORAS CATEDRA MEDIA ORIENTADA	12	Tarde	COORDINADOR PEDAGÓGICO	1er: 02/06/23 13:00	CARRIL SAN PEDRO NORTE 2781 . EL CENTRAL	Cargo vacante		Lu 14:00-18:00,Vi 14:00-18:00	Presentarse en GEM PAD - Llamado Virtual		POSESION INMEDIATA				Publicado		
31/05/23 15:15	CEBJA	LAVALLE	3121 - COSTA DE ARAUJO	80%	HORAS CATEDRA ADULTOS	1	Nocturno	Educación Física	5to: 05/06/23 15:15	COLÓN 128 . COSTA DE ARAUJO	Artículo 62-0	1° CBNS 1°	Ju 21:20-22:00	Presentarse en GEM PAD - Llamado Virtual				Prestaciones SA		Publicado		
31/05/23 15:14	Primario	LUJÁN DE CUYO	1006 - JUAN JOSÉ PASO	40%	MAESTRO ENSEÑANZA COMUN		Mañana		1er: 02/06/23 10:00	SAN MARTÍN 2366 . MAYOR DRUMMOND	40	1° A	Lu 08:00-09:00,Lu 09:00-09:40,Lu 10:00-11:00,Lu 11:10-12:30,Ma 08:00-09:00,Ma 09:00-09:40,Ma 10:00-11:00,Ma 11:10-12:30,Mi 08:00-09:00,Mi 09:00-09:40,Mi 10:00-11:00,Mi 11:10-12:30,Ju 08:00-09:00,Ju 09:00-09:40,Ju 10:00-11:00,Ju 11:10-12:30,Vi 08:00-09:00,Vi 09:00-09:40,Vi 10:00-11:00,Vi 11:10-12:30	Presentarse en la escuela		hasta hagotar instancias, con toma de posesión inmediata				No Cubierto		
31/05/23 15:14	Secundario Orientado	CAPITAL	9002 - NORMAL TOMÁS GODOY CRUZ	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Ciencias Naturales y TIC (PP 2)	1er: 02/06/23 13:30	RIVADAVIA 350 . SEGUNDA SECCION	40-0	4° 6°	Lu 16:00-16:40,Lu 16:40-17:20,Lu 17:20-18:00	Presentarse en GEM PAD - Llamado Virtual						Publicado		
31/05/23 15:13	Secundario Orientado	GODOY CRUZ	4010 - MARÍA ELENA CHAMPEAU	10%	HORAS CATEDRA MEDIA ORIENTADA	6	Tarde	Lengua	4vo: 05/06/23 09:00	P. BENEGAS Y M. GARCÍA S/N B° TRAPICHE . GOBERNADOR BENEGAS	40-0	1° CUARTA	Lu 17:50-18:30,Ju 15:00-15:40,Ju 15:40-16:20,Ju 16:30-17:10,Vi 17:10-17:50,Vi 17:50-18:30	Presentarse en GEM PAD - Llamado Virtual				Líneas 488,487 . Cercanas (400-401-421-422-462-463-484-485-486- 720-723-740 ..		Publicado		
31/05/23 15:12	Primario	GUAYMALLÉN	1148 - PROVINCIA DE SALTA	60%	HORAS CATEDRA COMUNES	10	Mañana		1er: 02/06/23 11:00	ROPPOLO 6826 B° Las Viñas . BUENA NUEVA	F.de las trayectoria	Fortalecimiento de las Trayectorias 3		Presentarse en la Escuela			HASTA AGOTAR INSTANCIAS	554 548 204 203		Publicado		
31/05/23 15:06 | Cancelado	Secundario Orientado	MAIPÚ	4240 - PROFESORA SILVIA MARTÍNEZ DE RUIZ	110%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Ciencias Naturales y TIC (PP 1)	8vo: 01/07/23 15:10	RUTA PROV. 31 S/N B° LOS ÁLAMOS . FRAY LUIS BELTRÁN	40-0	4° Única	Ju 14:15-14:50,Ju 14:50-15:25,Ju 15:30-16:05	Presentarse en GEM PAD - Llamado Virtual			AREA 5 DE LAS CIENCIAS NATURALES	750 NUEVA GENERACIÓN (No coincide con horario escolar)		Cancelado	ERROR EN FECHA	
