Publicado	Nivel	Departamento	Escuela	Zona	Cargo	Horas	Turno	Materia	Llamado	Domicilio Escuela	Articulo	Curso	Horario	Presentarse en	Prioridad	Condiciones	Observaciones	Movilidad	Impresión llamado	Estado	Motivo de Cancelación	
22/05/23 09:29	Secundario Orientado	GUAYMALLÉN	4066 - MADRE T. DE CALCUTA	60%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Educación Tecnológica	3er: 23/05/23 09:40	A CALLE Y CHACABUCO S/N B° Co.Vi.Met IV . RODEO DE LA CRUZ	art 61	2° 2	Ma 08:00-08:40,Ma 08:40-09:20,Mi 09:30-10:10	Presentarse en GEM PAD - Llamado Virtual				201 ESCORIHUELA		Cubierto		
22/05/23 09:28	Secundario Orientado	LUJÁN DE CUYO	4232 - TERESA GHILARDI DE MARTÍN	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Economía Social	1er: 23/05/23 15:00	BRANDSEN S/N B° COSTA FLORES . PERDRIEL	Cargo vacante	5° 2°	Mi 13:30-14:10,Mi 14:10-14:50,Vi 15:40-16:20	Presentarse en GEM PAD - Llamado Virtual				Línea 700		Cubierto		
22/05/23 09:27	Secundario Técnico	JUNIN	4110 - PTE NICOLÁS AVELLANEDA	80%	HORAS CATEDRA MEDIA TÉCNICA	3	Tarde	Educación Física	4vo: 23/05/23 09:30	SOBERANIA NACIONAL 360 . LOS BARRIALES	40-0	2° 4ª	Mi 16:00-16:50,Mi 17:00-17:40,Mi 17:40-18:00	Presentarse en GEM PAD - Llamado Virtual	BONO DE PUNTAJE 2018 DDJJ COMPLETA DNI ORIGINAL ANVERSO Y REVERSO CERTIFICADO DE APTITUD PSICOFISICO: ORIGINAL PERTINENTE CON FECHA DE EMISIÓN CERTIFICADO DE BUENA CONDUCTA	BONO DE PUNTAJE 2018 DDJJ COMPLETA DNI ORIGINAL ANVERSO Y REVERSO CERTIFICADO DE APTITUD PSICOFISICO: ORIGINAL PERTINENTE CON FECHA DE EMISIÓN CERTIFICADO DE BUENA CONDUCTA	EL DOCENTE QUE OPTE DEBERÁ PRESENTAR: CUIL, FOTO CARNET, FOTOCOPIA DE TITULO, CARPETA COLGANTE, CERTIFICADO LEY MICAELA	700-750		Cubierto		
22/05/23 09:26	Secundario Orientado	MALARGÜE	"4200 - ""ALBERTO D. ERASO"" - Ranquil (8200)"	110%	HORA CATEDRA MENSUAL-ALBERGUE	12	Alternado	Administrador de Red	4vo: 23/05/23 10:00	RUTA 40 Km 2763 . RANQUIL	Cargo vacante		Ma 08:00-12:00,Ma 16:00-20:00,Mi 08:00-12:00,Mi 14:00-18:00,Ju 08:00-12:00,Ju 14:00-18:00,Vi 08:00-12:00	enviar carpeta de antecedentes al correa dge4200@mendoza.edu.ar		Carpeta de acuerdo a normativa vigente Res 047	Se concursa en 4° llamado			Publicado		
22/05/23 09:25	Secundario Orientado	GUAYMALLÉN	4201 - MAESTRO PAULO FREIRE	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Ciencias Sociales y TIC (PP 2)	6to: 23/05/23 11:00	ALMIRANTE BROWN 5708 . EL SAUCE	40-0	4° 2	Lu 14:50-15:30,Lu 15:30-16:10,Lu 16:20-17:00	Presentarse en GEM PAD - Llamado Virtual			presentar doc. reglamentaria y RNR actualizado y certificados de cursos de Informática .---	consultar Mendotran		No Cubierto		
22/05/23 09:25	Secundario Orientado	LAS HERAS	4074 - FLORENCIO MOLINA CAMPOS	40%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Formación para la Vida y el Trabajo	2do: 23/05/23 09:30	DEMOCRACIA Y MIGUEL SEGURA 2400 B° UJEMVI . EL ZAPALLAR	50-7	5° 1	Lu 15:00-15:40,Lu 15:40-16:20,Ju 15:00-15:40	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
22/05/23 09:23	Secundario Orientado	GODOY CRUZ	4162 - MAESTRO ALFREDO BRAVO	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	4vo: 23/05/23 10:00	AMPERE Y LAS ORQUIDEAS 1025 B° Decavial . SAN FRANCISCO DEL MONTE	Cargo vacante	4° SEGUNDA	Lu 10:10-10:50,Ma 08:00-08:40,Ma 08:40-09:20	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
22/05/23 09:23	Secundario Técnico	LAS HERAS	4019 - CAPITÁN JOSÉ D VÁZQUEZ	10%	HORAS CATEDRA MEDIA TÉCNICA	3	Tarde	Lengua Extranjera - Inglés	1er: 23/05/23 13:30	BELGRANO 777 B° CIUDAD . LAS HERAS	61-0	1° 5ta	Ma 16:55-17:35,Ma 17:35-18:15,Ma 18:15-18:45	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
22/05/23 09:22	Educación Especial	LA PAZ	2044 - Ciudad de La Paz	80%	Psicología		Mañana y Tarde		4to: 24/05/23 10:30	AVENIDA SAN MARTÍN 1272 B° Villa Nueva . LA PAZ	Cargo vacante		Lu 13:00-16:30,Ma 09:00-12:30,Mi 13:00-16:30,Ju 13:00-16:30,Vi 09:00-12:30	Establecimiento - Llamado Presencial-	Bono de modalidad - psicofísico de modalidad	presentar certificado de antecedentes penales vigente	Hasta agotar instancias, incluida carpeta de antecedentes	Dicetours - Nueva Generación		No Cubierto		
22/05/23 09:22	Secundario Orientado	SAN RAFAEL	4087 - Manuel Ignacio Molina	10%	HORAS CATEDRA MEDIA ORIENTADA	2	Mañana	Educación Artística (B) Música	3er: 23/05/23 09:30	JUAN AGUSTÍN MAZA 37 . SAN RAFAEL CIUDAD	40-0	1° 3ª	Vi 07:45-08:25,Vi 08:25-09:05	Presentarse en GEM PAD - Llamado Virtual	PRIORIDAD El alta de las horas se dará con la toma presencial y efectiva prestación del servicio educativo en el local escolar, si el docente no se presenta se continuará con el 2do postulante.	El presente llamado virtual se realiza de acuerdo a la normativa vigente Res. 47/03, Ley. 6929 y Res. CFN N°386/21 ART.1, Res.609/22		todas		No Cubierto		
22/05/23 09:21	CEBJA	LAS HERAS	3124 - ALFREDO RAMÓN CEVERINO	10%	DIRECTOR ESCUELAS ADULTOS		Alternado		2do: 23/05/23 11:05	DR. MORENO 1557 2º PISO . LAS HERAS	05/3		Lu 13:50-18:00,Ma 16:00-20:00,Mi 12:50-18:00,Ju 16:00-20:00,Vi 12:50-18:00			2° instancia, Director Maestro titular de la modalidad. Presentar documentación en un sólo PDF al mail sede2cebja@mendoza.edu.ar				No Cubierto		
22/05/23 09:21	Secundario Técnico	GRAL. ALVEAR	4105 - ESCUELA TECNICA BACHILLER ( 8105)	80%	HORA CATEDRA MENSUAL-ALBERGUE	4	Mañana	Ciencias Naturales	4vo: 23/05/23 10:00	PROLONGACION ARTAZA E ISLAS MALVINAS S/N . BOWEN	Cargo vacante	1° 1°	Ma 07:30-08:10,Ma 08:10-08:50,Ju 07:30-08:10,Ju 08:10-08:50	Presentarse en GEM PAD - Llamado Virtual		Contar con Psicofísico Docente y Psicofísico Complementario Escuela Albergue	Adjuntar Documentación Legible en Formato P.D.F. (Originales			No Cubierto		
22/05/23 09:20	Secundario Orientado	GRAL. ALVEAR	4179 - EL CEIBO	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Educación Física	3er: 23/05/23 09:25	CALLE C Y 14 EL CEIBO S/N B° --------------------------- . EL CEIBO	44	4° 1	Ju 10:30-11:10,Ju 11:10-11:50,Vi 09:40-10:20	Presentarse en GEM PAD - Llamado Virtual				sin medios de movilidad coincidente con transporte público		No Cubierto		
22/05/23 09:20	CEBJA	LAS HERAS	3104 - MAESTRO JOSÉ MEMI BATTAGLIA	60%	DIRECTOR PERSONAL UNICO ADULTOS		Alternado		2do: 23/05/23 11:00	INDEPENDENCIA 2179 . EL PLUMERILLO	40		Lu 17:45-21:30,Ma 17:45-21:30,Mi 17:45-21:30,Ju 17:45-21:30,Vi 17:45-21:30				2° instancia, presentarse Maestro Secretario activo titulares de la modalidad. Presentar documentación al mail sede2cebja@mendoza.edu.ar			No Cubierto		
22/05/23 09:20	Primario	MALARGÜE	1428 - SARGENTO BAIGORRIA	80%	MAESTRO ENSEÑANZA COMUN		Mañana		1er: 23/05/23 10:05 | 2do: 23/05/23 10:15 | 3er: 23/05/23 10:30 | 4to: 23/05/23 10:45	RUTA NAC. 40 B° Acceso Fábrica Grassi . MALARGÜE	Art. 40	"5° ""U"""	Lu 08:30-15:30,Ma 08:30-15:30,Mi 08:30-15:30,Ju 08:30-15:30,Vi 08:30-15:30	PRESENCIAL- PRESENTARSE EN LA INSTITUCIÓN	Hasta agotar instancias	Jornada complet		NO POSEE		Publicado		
22/05/23 09:19	Secundario Técnico	MAIPÚ	4108 - ING. GUILLERMO VILLANUEVA	10%	MAESTRO DE ENSEÑANZA PRACTICA		Tarde		10mo: 23/05/23 09:30	MAZA 737 B° ---- . MAIPÚ	Cargo vacante		Lu 14:30-18:30,Ma 14:30-18:30,Mi 14:30-18:30,Ju 14:30-18:30,Vi 14:30-18:30	Presentarse en GEM PAD - Llamado Virtual		CON CONOCIMIENTO ACREDITABLE EN MAQUINAS AUTOMATIZADAS (CNC, FRESA). EXPERIENCIA LABORAL DE LAS MISMAS.	AREA: 13 CODIGO: 73			No Cubierto		
22/05/23 09:19	CENS	SAN RAFAEL	3490 - Santa María del Silencio	40%	HORAS CATEDRA C.E.N.S.	3	Mañana	Economía Social	1er: 23/05/23 09:20	Godoy Cruz 270 . CIUDAD	40-0	3º Ciclo Orientado 1ra.	Ma 09:50-10:30,Ma 10:40-11:20,Ma 11:20-12:00	Presentarse en GEM PAD - Llamado Virtual		TOMA DE POSESION INMEDIATACertificado de antecedentes penales. En apego a la normativa de la modalidad.		Coincidente		No Cubierto		
22/05/23 09:19 | Cancelado	Secundario Técnico	GRAL. ALVEAR	4105 - ESCUELA TECNICA BACHILLER ( 8105)	80%	HORA CATEDRA MENSUAL-ALBERGUE	6	Mañana	Instalaciones y Proyectos Industriales	5to: 24/05/23 09:00	PROLONGACION ARTAZA E ISLAS MALVINAS S/N . BOWEN	41	6° U	Mi 10:30-11:10,Mi 11:10-11:50,Mi 11:50-12:30,Vi 13:30-15:40	Presentarse en GEM PAD - Llamado Virtual		Presentar Certificado Psicofísico Docente y Psicofísico de Escuela Albergue.	Adjuntar documentación legible en formato PDF (Originales)			Cancelado	Fecha de Inscrpción Incorrecta por Feriado	
22/05/23 09:16	CENS	LUJÁN DE CUYO	3494 - ESPACIO DE LIBERTAD	110%	HORAS CATEDRA C.E.N.S.	4	Tarde	Matemática	3er: 23/05/23 09:20	RUTA NACIONAL N°7 KM 1069 . CACHEUTA	32-0	Multiciclo 5º 1ª	Ju 13:30-14:10,Ju 14:10-14:50,Vi 13:30-14:10,Vi 14:10-14:50	Presentarse en GEM PAD - Llamado Virtual	Bono de puntaje de adultos 2018, aptitud psicofísica para el cargo y el específico de contexto de encierro. Certificado de antecedentes penales vigente.	Es requisito excluyente la presentación del certificado de aptitud psicofísica complementario de contexto de encierro tal como indica la resolución 029-DGE-17 y su modificación 172-DGE-17.	"Por ser multiciclo se da matemática 2° y 3° y Física. Se cumple en el complejo penitenciario Almafuerte 1. El uso de guardapolvo es obligatorio. El régimen se encuadra en lo que manifiesta la ""Reglamentación para Centros Educativos en Contexto de Privación de Libertad"" Res 01-023-DEPJA"	Andesmar		No Cubierto		
22/05/23 09:15	Secundario Técnico	LAS HERAS	4019 - CAPITÁN JOSÉ D VÁZQUEZ	10%	HORAS CATEDRA MEDIA TÉCNICA	3	Mañana y Tarde	Lengua Extranjera - Inglés	2do: 23/05/23 09:30	BELGRANO 777 B° CIUDAD . LAS HERAS	Art. 61	4° 3ra	Lu 10:00-10:40,Mi 09:20-10:00,Mi 10:00-10:40	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
22/05/23 09:14	Secundario Orientado	LAS HERAS	4032 - NUESTRA SEÑORA DE LAS NIEVES	110%	HORAS CATEDRA MEDIA ORIENTADA	3	TARDE	Lengua Extranjera - Inglés	44vo: 23/05/23 09:15	EJÉRCITO DE LOS ANDES S/N . USPALLATA	44	5° 2ª	Ma 14:50-15:30,Ma 15:30-16:10,Ma 16:20-17:00	Presentarse en GEM PAD - Llamado Virtual			LICENCIA SE EXTIENDE HASTA EL 24/05/2023	TRANSPORTE ANDESMAR ( CONSULTAR HORARIOS Y FRECUENCIAS)		No Cubierto		
22/05/23 09:12	Primario	MAIPÚ	1050 - INDEPENDENCIA ARGENTINA	60%	MAESTRO ENSEÑANZA COMUN		Mañana		3er: 23/05/23 10:00	VIDELA ARANDA S/N . CRUZ DE PIEDRA	50-7	6° Ú	Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	ESCUELA 1-050				GRUPO 800		Publicado		
22/05/23 09:11 | Cancelado	Primario	RIVADAVIA	1030 - ISAAC MELCHOR CHAVARRIA	80%	HORAS CATEDRA COMUNES	9	Mañana y Tarde	INFORMÁTICA	1er: 23/05/23 10:00	LUIS CORREAS 318 . MEDRANO	54 Bi		Lu 13:30-18:00,Ma 08:00-11:25,Ju 08:00-10:30	Presencial, en escuela 1-030		Horarios a convenir	Hasta agotar instancias. Fin estimado 03 de setiembre	Empresa Dicetours Linea 700		Cancelado	ERROR INVOLUNTARIO	
22/05/23 09:09	Secundario Orientado	LAS HERAS	4023 - MOLINERO ANDRÉS TEJEDA	10%	HORAS CATEDRA MEDIA ORIENTADA	2	Mañana	Educación Artística (C) Artes Visuales	4vo: 24/05/23 08:30	CORRIENTES Y CADETES DE AERONÁUTICA 650 . LAS HERAS	44-0	1° 1	Ma 11:40-12:20,Ma 12:20-13:00	GEM PAD - Llamado Virtual						No Cubierto		
22/05/23 09:09	Secundario Orientado	LAS HERAS	4023 - MOLINERO ANDRÉS TEJEDA	10%	HORAS CATEDRA MEDIA ORIENTADA	2	Mañana	Educación Artística (C) Artes Visuales	4vo: 24/05/23 08:00	CORRIENTES Y CADETES DE AERONÁUTICA 650 . LAS HERAS	44-0	1° 2	Ma 10:10-10:50,Ma 10:50-11:30	GEM PAD - Llamado Virtual						No Cubierto		
22/05/23 09:07	Secundario Orientado	TUNUYÁN	4075 - PRUDENCIO VIDAL AMIEVA	80%	MAESTRO DE TALLER		Alternado	M.E.P. INFORMÁTICO	7mo: 23/05/23 09:20	SANTA FE Y SALTA B°VILLA TUNUYÁN . TUNUYÁN	40-0		Lu 07:50-12:10,Ma 13:15-17:35,Mi 13:15-17:35,Ju 07:50-12:10,Ju 13:15-17:35	Presentarse en GEM PAD - Llamado Virtual			ALTA A PARTIR DE LA TOMA DE POSESION	sin movilidad		Cubierto		
22/05/23 09:05	Secundario Orientado	LAS HERAS	4023 - MOLINERO ANDRÉS TEJEDA	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	2do: 23/05/23 14:30	CORRIENTES Y CADETES DE AERONÁUTICA 650 . LAS HERAS	61-0	3° 2	Ma 08:00-08:40,Ma 08:40-09:20,Vi 08:00-08:40	GEM PAD - Llamado Virtual						No Cubierto		
22/05/23 09:04	Primario	SAN RAFAEL	1724 - SAN RAFAEL ARCANGEL	10%	MAESTRO M. ESPECIALES COMUN		Mañana y Tarde		1er: 23/05/23 09:05	EL LIBERTADOR Y H. DE MAGALLANES 13 B° San Rafael . SAN RAFAEL CIUDAD	40-0		Ma 08:00-12:30,Mi 13:30-18:00,Ju 13:30-18:00,Vi 08:00-12:30	"Presentarse en Magallanes 13 - Esc. 1-724 ""San Rafael Arcángel""."			Maestro de Educación Musical	Coincidente con horario escolar		No Cubierto		
22/05/23 09:04	Secundario Orientado	LUJÁN DE CUYO	4164 - Cerro El Plata	60%	HORAS CATEDRA MEDIA ORIENTADA	5	Tarde	Sistema de Información Contable I (PP 1)	7mo: 23/05/23 10:00	P. Molina y Moyano S/N . PERDRIEL	61-0	3° 2	Ju 15:00-15:40,Ju 15:40-16:20,Vi 15:00-15:40,Vi 15:40-16:20,Vi 16:30-17:10	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
22/05/23 09:04	Secundario Orientado	CAPITAL	4083 - AGUSTÍN ÁLVAREZ	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Francés	9no: 24/05/23 09:00	CHILE 1050 . PRIMERA SECCION	ART 40	4° 3ra	Vi 10:45-11:25,Vi 11:25-12:05,Vi 12:05-12:45	Presentarse en GEM PAD - Llamado Virtual		presentar cert de antecedentes penales vigente	El alta es el día que realiza la efectiva prestación de servicio. Traer toda la documentacion presentada en el llamdo impresa incluida la DDJJ y el Bono de Puntaje			No Cubierto		
22/05/23 09:03	Secundario Orientado	LAVALLE	4041 - ALICIA M. DE JUSTO	80%	HORAS CATEDRA MEDIA ORIENTADA	4	Tarde	Teoría y Práctica Impositiva	6to: 23/05/23 10:00	RUTA 34 Y CENTENARIO . VILLA TULUMAYA (CIUDAD)	61-0	5° 1	Ma 13:30-14:10,Ma 14:10-14:50,Mi 16:20-17:00,Mi 17:10-17:50	Presentarse en GEM PAD - Llamado Virtual		posesión inmediata		300		No Cubierto		
22/05/23 09:02	Secundario Orientado	LAVALLE	4041 - ALICIA M. DE JUSTO	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua y Literatura	2do: 23/05/23 09:10	RUTA 34 Y CENTENARIO . VILLA TULUMAYA (CIUDAD)	61-0	4° 4	Ma 15:00-15:40,Ma 15:40-16:20,Ma 16:20-17:00	Presentarse en GEM PAD - Llamado Virtual						Cubierto		
22/05/23 09:01	Secundario Orientado	GODOY CRUZ	4068 - PROF. ATILIO ANASTASI	80%	HORAS CATEDRA MEDIA ORIENTADA	5	Mañana	Resoluciones Lógicas	11vo: 24/05/23 08:15	M. HOYOS MZ. 12 y Lago Hermoso S/N B° DOLORES PRATS DE HUISI . PTE. SARMIENTO	Cargo vacante	4° 2°	Lu 09:20-10:00,Lu 10:10-10:50,Lu 10:50-11:30,Ma 10:10-10:50,Ma 10:50-11:30	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
22/05/23 09:01	Secundario Orientado	LAVALLE	4041 - ALICIA M. DE JUSTO	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	5to: 23/05/23 10:00	RUTA 34 Y CENTENARIO . VILLA TULUMAYA (CIUDAD)	40-0	1° 2	Mi 08:00-08:40,Mi 08:40-09:20,Mi 09:20-10:00	Presentarse en GEM PAD - Llamado Virtual				300		Cubierto		
22/05/23 09:01	Secundario Orientado	LUJÁN DE CUYO	4172 - PUERTO ARGENTINO	80%	HORAS CATEDRA MEDIA ORIENTADA	2	Tarde	Educación Artística (B) Música	20vo: 23/05/23 10:30	RUTA PROV. 15 Y CALLEJÓN SUAREZ S/N B° VALLE DE AGRELO 2 . AGRELO	44-0	1° SEGUNDA	Mi 13:00-13:40,Mi 13:40-14:20	Presentarse en GEM PAD - Llamado Virtual				CATA y 700		No Cubierto		
22/05/23 09:00	Secundario Orientado	LAVALLE	4041 - ALICIA M. DE JUSTO	80%	HORAS CATEDRA MEDIA ORIENTADA	6	Mañana	Lengua	3er: 23/05/23 09:10	RUTA 34 Y CENTENARIO . VILLA TULUMAYA (CIUDAD)	61-0	1° 4	Lu 11:40-12:20,Lu 12:20-13:00,Ma 09:20-10:00,Ma 10:10-10:50,Ju 10:10-10:50,Ju 10:50-11:30	Presentarse en GEM PAD - Llamado Virtual			Posición Inmediata			No Cubierto		
22/05/23 09:00	Centro de Capacitación para el Trabajo	GODOY CRUZ	6002 - DOLORES P. DE HUISI	80%	MAESTRO M.ESPECIALES CAP. LABORAL		Tarde	Tecnología de los Materiales y Proceso de Fabricación Textil	2do: 23/05/23 16:00	JUAN DOMINGO PERÓN S/N B° SARMIENTO . PTE. SARMIENTO	44	Modulo I TEXTIL 23	Lu 14:00-18:00,Ma 14:00-18:00,Mi 14:00-18:00,Ju 14:00-18:00,Vi 14:00-18:00	Presentarse en GEM PAD - Llamado Virtual			FORMACIÓN PROFESIONAL: Normativa vigente Resolución 248 D.E.T.y T. -22. La postulación se hará efectiva desde el 4to llamado en adelante. Enviar documentación reglamentaria en un único archivo PDF al correo Institucional cct6002sup@gmail.com	LINEAS 400 -900		No Cubierto		
22/05/23 08:58	Secundario Orientado	LAS HERAS	4023 - MOLINERO ANDRÉS TEJEDA	10%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	2do: 23/05/23 14:00	CORRIENTES Y CADETES DE AERONÁUTICA 650 . LAS HERAS	61-0	4° 3	Mi 10:50-11:30,Mi 11:40-12:20,Mi 12:20-13:00	GEM PAD - Llamado Virtual						No Cubierto		
22/05/23 08:58	Secundario Orientado	SAN MARTÍN	4194 - FABIAN CATROPPA MARTÍN	110%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Lengua Extranjera - Inglés	2do: 23/05/23 09:00	NANCLARES S/N N. CALIFORNIA . NUEVA CALIFORNIA	40-0	4° 1	Vi 13:15-13:50,Vi 13:50-14:25,Vi 14:25-15:00	Presentarse en GEM PAD - Llamado Virtual				310-750		No Cubierto		
22/05/23 08:58	Secundario Orientado	LAS HERAS	4023 - MOLINERO ANDRÉS TEJEDA	10%	HORAS CATEDRA MEDIA ORIENTADA	4	Tarde	Matemática	4vo: 23/05/23 13:30	CORRIENTES Y CADETES DE AERONÁUTICA 650 . LAS HERAS	52-0	3° 4	Lu 13:30-14:10,Lu 14:10-14:50,Lu 14:50-15:30,Ma 17:50-18:30	GEM PAD - Llamado Virtual						Cubierto		
22/05/23 08:57	Primario	LAS HERAS	1172 - MAESTRO CIRO ALBERTO MOLINA	60%	MAESTRO ENSEÑANZA COMUN		Tarde		1er: 23/05/23 13:15	PRINGLES Y 3 DE FEBRERO S/N B° B° Espejo . EL PLUMERILLO	40-0	4° D	Lu 13:30-18:00,Ma 13:30-18:00,Mi 13:30-18:00,Ju 13:30-18:00,Vi 13:30-18:00	ESCUELA			HASTA AGOTAR INSTANCIAS	LÍNEAS 300, 461 Y 600		Cubierto		
22/05/23 08:55	Primario	LAS HERAS	1172 - MAESTRO CIRO ALBERTO MOLINA	60%	MAESTRO ENSEÑANZA COMUN		Mañana		1er: 23/05/23 10:00	PRINGLES Y 3 DE FEBRERO S/N B° B° Espejo . EL PLUMERILLO	40-0	2° B	Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	ESCUELA			HASTA AGOTAR INSTANCIAS	LÍNEAS 300, 461 Y 600		Publicado		
22/05/23 08:55	Secundario Orientado	LUJÁN DE CUYO	4172 - PUERTO ARGENTINO	80%	HORAS CATEDRA MEDIA ORIENTADA	2	Tarde	Educación Artística (B) Música	20vo: 23/05/23 10:00	RUTA PROV. 15 Y CALLEJÓN SUAREZ S/N B° VALLE DE AGRELO 2 . AGRELO	44-0	1° CUARTA	Lu 16:40-17:20,Lu 17:20-18:00	Presentarse en GEM PAD - Llamado Virtual				CATA y 700		No Cubierto		
22/05/23 08:54	Primario	GUAYMALLÉN	1707 - EDUCADOR BENITO EMILIANO PEREZ	60%	MAESTRO ENSEÑANZA COMUN		Mañana	Ciencias Sociales	1er: 23/05/23 10:00	BOLIVIA Y CORREA SAA S/N B° PEDRO MOLINA II . GENERAL BELGRANO	61	7° B	Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	en la esc uela				530 -531		Publicado		
22/05/23 08:54	Secundario Orientado	LUJÁN DE CUYO	4172 - PUERTO ARGENTINO	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Tarde	Formación para la Vida y el Trabajo	1er: 23/05/23 09:30	RUTA PROV. 15 Y CALLEJÓN SUAREZ S/N B° VALLE DE AGRELO 2 . AGRELO	Cargo vacante	5° TERCERA	Mi 15:50-16:30,Mi 16:40-17:20,Mi 17:20-18:00	Presentarse en GEM PAD - Llamado Virtual			Fecha de inico a confirmar	CATA Y 700		Cubierto		
22/05/23 08:50	Primario	SAN RAFAEL	1324 - PEDRO JULIAN ORTIZ	10%	MAESTRO ENSEÑANZA COMUN		Mañana	Naturaleza, Ambiente y Ciudadanía	1er: 23/05/23 10:00	OLASCOAGA 1380 . SAN RAFAEL CIUDAD	40-0	5° C	Lu 08:00-12:30,Ma 08:00-12:30,Mi 08:00-12:30,Ju 08:00-12:30,Vi 08:00-12:30	En el local escolar			Toma de posesión inmediata	Transporte Iselín cada 15 minutos		Publicado		
22/05/23 08:50	Secundario Orientado	TUNUYÁN	4247 - ALFREDO VICENTE	110%	HORAS CATEDRA MEDIA ORIENTADA	6	Mañana	Lengua	8vo: 23/05/23 09:00	CALLE PÚBLICA S/N . CAMPO DE LOS ANDES	40-0	1° 1°	Ju 11:15-11:55,Ju 11:55-12:35,Vi 08:20-09:00,Vi 09:10-09:50,Vi 09:50-10:30,Vi 10:30-11:10	Presentarse en GEM PAD - Llamado Virtual			SIN FRECUENCIA DE COLECTIVOS	sin movilidad		No Cubierto		
22/05/23 08:50	Secundario Técnico	LUJÁN DE CUYO	4022 - GRAL. ENRIQUE MOSCONI	10%	HORAS CATEDRA MEDIA TÉCNICA	5	Tarde	Laboratorio de Mediciones Eléctricas II	18vo: 23/05/23 11:30	BESARES 237 . CHACRAS DE CORIA	40-0	6° 1	Mi 17:10-17:50,Mi 17:50-18:30,Mi 18:30-19:00,Ju 17:10-17:50,Ju 17:50-18:30	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
22/05/23 08:50 | Cancelado	Secundario Orientado	GUAYMALLÉN	4152 - DR. ABEL ALBINO	80%	HORAS CATEDRA MEDIA ORIENTADA	4	Mañana	Física	3er: 23/05/23 09:00	LAS GOLONDRINAS Y GRENON S/N B° EL LIBERTADOR . PUENTE DE HIERRO	40-0	3° 4°	Mi 08:00-08:40,Mi 08:40-09:20,Vi 11:40-12:20,Vi 12:20-13:00	Presentarse en GEM PAD - Llamado Virtual			La escuela está ubicada en el distrito Puente de Hierro de Guaymallén	G 200		Cancelado	ERROR DE FECHA	
22/05/23 08:49	Secundario Orientado	LAVALLE	4231 - PROF. ALBERTO D. CHALAR	80%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Práctica Escénica para Músicos	2do: 23/05/23 09:00	María Ester 170 . COSTA DE ARAUJO	40-0	5° 1º	Lu 10:45-11:25,Lu 11:25-12:05,Lu 12:05-12:45	Presentarse en GEM PAD - Llamado Virtual				Línea 310		No Cubierto		
22/05/23 08:48	Secundario Orientado	LUJÁN DE CUYO	4151 - DR. BENITO MARÍANETTI	60%	HORAS CATEDRA MEDIA ORIENTADA	6	Mañana	Matemática	4vo: 23/05/23 08:50	CONGRESO DE TUCUMÁN Y ONCATIVO S/N . MAYOR DRUMMOND	61-0	1° 1	Lu 09:30-10:10,Lu 10:10-10:50,Lu 11:00-11:40,Mi 11:40-12:20,Mi 12:20-13:00,Vi 09:30-10:10	Presentarse en GEM PAD - Llamado Virtual						No Cubierto		
22/05/23 08:48	Secundario Orientado	LAVALLE	4233 - ALTO DEL OLVIDO	110%	HORAS CATEDRA MEDIA ORIENTADA	3	Mañana	Lengua Extranjera - Inglés	15vo: 24/05/23 08:00	GRAL. ACHA Y SAN MARTÍN S/N . ALTO DEL OLVIDO	Cargo vacante	5° 1ª	Mi 10:10-10:50,Mi 10:50-11:30,Mi 11:40-12:20	Presentarse en GEM PAD - Llamado Virtual		adjuntar documentacion en pdf y jpg del original		300 Prestaciones S.A		No Cubierto		
